img_idx,group_name,group_label,true_class,orig_idx
142,flip_h_r180,5,1,2208
142,flip_h_r270,6,1,2208
143,r90,0,0,2211
143,r180,1,0,2211
143,r270,2,0,2211
143,flip_h,3,0,2211
143,flip_h_r90,4,0,2211
143,flip_h_r180,5,0,2211
143,flip_h_r270,6,0,2211
144,r90,0,1,2220
144,r180,1,1,2220
144,r270,2,1,2220
144,flip_h,3,1,2220
144,flip_h_r90,4,1,2220
144,flip_h_r180,5,1,2220
144,flip_h_r270,6,1,2220
145,r90,0,0,2225
145,r180,1,0,2225
145,r270,2,0,2225
145,flip_h,3,0,2225
145,flip_h_r90,4,0,2225
145,flip_h_r180,5,0,2225
145,flip_h_r270,6,0,2225
146,r90,0,2,2271
146,r180,1,2,2271
146,r270,2,2,2271
146,flip_h,3,2,2271
146,flip_h_r90,4,2,2271
146,flip_h_r180,5,2,2271
146,flip_h_r270,6,2,2271
147,r90,0,0,2288
147,r180,1,0,2288
147,r270,2,0,2288
147,flip_h,3,0,2288
147,flip_h_r90,4,0,2288
147,flip_h_r180,5,0,2288
147,flip_h_r270,6,0,2288
148,r90,0,2,2362
148,r180,1,2,2362
148,r270,2,2,2362
148,flip_h,3,2,2362
148,flip_h_r90,4,2,2362
148,flip_h_r180,5,2,2362
148,flip_h_r270,6,2,2362
149,r90,0,2,2400
149,r180,1,2,2400
149,r270,2,2,2400
149,flip_h,3,2,2400
149,flip_h_r90,4,2,2400
149,flip_h_r180,5,2,2400
149,flip_h_r270,6,2,2400
150,r90,0,1,2413
150,r180,1,1,2413
150,r270,2,1,2413
150,flip_h,3,1,2413
150,flip_h_r90,4,1,2413
150,flip_h_r180,5,1,2413
150,flip_h_r270,6,1,2413
151,r90,0,2,2435
151,r180,1,2,2435
151,r270,2,2,2435
151,flip_h,3,2,2435
151,flip_h_r90,4,2,2435
151,flip_h_r180,5,2,2435
151,flip_h_r270,6,2,2435
152,r90,0,1,2445
152,r180,1,1,2445
152,r270,2,1,2445
152,flip_h,3,1,2445
152,flip_h_r90,4,1,2445
152,flip_h_r180,5,1,2445
152,flip_h_r270,6,1,2445
153,r90,0,0,2460
153,r180,1,0,2460
153,r270,2,0,2460
153,flip_h,3,0,2460
153,flip_h_r90,4,0,2460
153,flip_h_r180,5,0,2460
153,flip_h_r270,6,0,2460
154,r90,0,2,2465
154,r180,1,2,2465
154,r270,2,2,2465
154,flip_h,3,2,2465
154,flip_h_r90,4,2,2465
154,flip_h_r180,5,2,2465
154,flip_h_r270,6,2,2465
155,r90,0,2,2487
155,r180,1,2,2487
155,r270,2,2,2487
155,flip_h,3,2,2487
155,flip_h_r90,4,2,2487
155,flip_h_r180,5,2,2487
155,flip_h_r270,6,2,2487
156,r90,0,0,2491
156,r180,1,0,2491
156,r270,2,0,2491
156,flip_h,3,0,2491
156,flip_h_r90,4,0,2491
156,flip_h_r180,5,0,2491
156,flip_h_r270,6,0,2491
157,r90,0,2,2492
157,r180,1,2,2492
157,r270,2,2,2492
157,flip_h,3,2,2492
157,flip_h_r90,4,2,2492
157,flip_h_r180,5,2,2492
157,flip_h_r270,6,2,2492
158,r90,0,1,2522
158,r180,1,1,2522
158,r270,2,1,2522
158,flip_h,3,1,2522
158,flip_h_r90,4,1,2522
158,flip_h_r180,5,1,2522
158,flip_h_r270,6,1,2522
159,r90,0,2,2523
159,r180,1,2,2523
159,r270,2,2,2523
159,flip_h,3,2,2523
159,flip_h_r90,4,2,2523
159,flip_h_r180,5,2,2523
159,flip_h_r270,6,2,2523
160,r90,0,1,2527
160,r180,1,1,2527
160,r270,2,1,2527
160,flip_h,3,1,2527
160,flip_h_r90,4,1,2527
160,flip_h_r180,5,1,2527
160,flip_h_r270,6,1,2527
161,r90,0,1,2529
161,r180,1,1,2529
161,r270,2,1,2529
161,flip_h,3,1,2529
161,flip_h_r90,4,1,2529
161,flip_h_r180,5,1,2529
161,flip_h_r270,6,1,2529
162,r90,0,1,2539
162,r180,1,1,2539
162,r270,2,1,2539
162,flip_h,3,1,2539
162,flip_h_r90,4,1,2539
162,flip_h_r180,5,1,2539
162,flip_h_r270,6,1,2539
163,r90,0,1,2544
163,r180,1,1,2544
163,r270,2,1,2544
163,flip_h,3,1,2544
163,flip_h_r90,4,1,2544
163,flip_h_r180,5,1,2544
163,flip_h_r270,6,1,2544
164,r90,0,0,2555
164,r180,1,0,2555
164,r270,2,0,2555
164,flip_h,3,0,2555
164,flip_h_r90,4,0,2555
164,flip_h_r180,5,0,2555
164,flip_h_r270,6,0,2555
165,r90,0,2,2573
165,r180,1,2,2573
165,r270,2,2,2573
165,flip_h,3,2,2573
165,flip_h_r90,4,2,2573
165,flip_h_r180,5,2,2573
165,flip_h_r270,6,2,2573
166,r90,0,2,2586
166,r180,1,2,2586
166,r270,2,2,2586
166,flip_h,3,2,2586
166,flip_h_r90,4,2,2586
166,flip_h_r180,5,2,2586
166,flip_h_r270,6,2,2586
167,r90,0,0,2594
167,r180,1,0,2594
167,r270,2,0,2594
167,flip_h,3,0,2594
167,flip_h_r90,4,0,2594
167,flip_h_r180,5,0,2594
167,flip_h_r270,6,0,2594
168,r90,0,1,2604
168,r180,1,1,2604
168,r270,2,1,2604
168,flip_h,3,1,2604
168,flip_h_r90,4,1,2604
168,flip_h_r180,5,1,2604
168,flip_h_r270,6,1,2604
169,r90,0,2,2614
169,r180,1,2,2614
169,r270,2,2,2614
169,flip_h,3,2,2614
169,flip_h_r90,4,2,2614
169,flip_h_r180,5,2,2614
169,flip_h_r270,6,2,2614
170,r90,0,0,2664
170,r180,1,0,2664
170,r270,2,0,2664
170,flip_h,3,0,2664
170,flip_h_r90,4,0,2664
170,flip_h_r180,5,0,2664
170,flip_h_r270,6,0,2664
171,r90,0,0,2678
171,r180,1,0,2678
171,r270,2,0,2678
171,flip_h,3,0,2678
171,flip_h_r90,4,0,2678
171,flip_h_r180,5,0,2678
171,flip_h_r270,6,0,2678
172,r90,0,2,2679
172,r180,1,2,2679
172,r270,2,2,2679
172,flip_h,3,2,2679
172,flip_h_r90,4,2,2679
172,flip_h_r180,5,2,2679
172,flip_h_r270,6,2,2679
173,r90,0,2,2693
173,r180,1,2,2693
173,r270,2,2,2693
173,flip_h,3,2,2693
173,flip_h_r90,4,2,2693
173,flip_h_r180,5,2,2693
173,flip_h_r270,6,2,2693
174,r90,0,0,2712
174,r180,1,0,2712
174,r270,2,0,2712
174,flip_h,3,0,2712
174,flip_h_r90,4,0,2712
174,flip_h_r180,5,0,2712
174,flip_h_r270,6,0,2712
175,r90,0,0,2715
175,r180,1,0,2715
175,r270,2,0,2715
175,flip_h,3,0,2715
175,flip_h_r90,4,0,2715
175,flip_h_r180,5,0,2715
175,flip_h_r270,6,0,2715
176,r90,0,0,2717
176,r180,1,0,2717
176,r270,2,0,2717
176,flip_h,3,0,2717
176,flip_h_r90,4,0,2717
176,flip_h_r180,5,0,2717
176,flip_h_r270,6,0,2717
177,r90,0,1,2751
177,r180,1,1,2751
177,r270,2,1,2751
177,flip_h,3,1,2751
177,flip_h_r90,4,1,2751
177,flip_h_r180,5,1,2751
177,flip_h_r270,6,1,2751
178,r90,0,2,2760
178,r180,1,2,2760
178,r270,2,2,2760
178,flip_h,3,2,2760
178,flip_h_r90,4,2,2760
178,flip_h_r180,5,2,2760
178,flip_h_r270,6,2,2760
179,r90,0,1,2761
179,r180,1,1,2761
179,r270,2,1,2761
179,flip_h,3,1,2761
179,flip_h_r90,4,1,2761
179,flip_h_r180,5,1,2761
179,flip_h_r270,6,1,2761
180,r90,0,1,2771
180,r180,1,1,2771
180,r270,2,1,2771
180,flip_h,3,1,2771
180,flip_h_r90,4,1,2771
180,flip_h_r180,5,1,2771
180,flip_h_r270,6,1,2771
181,r90,0,0,2783
181,r180,1,0,2783
181,r270,2,0,2783
181,flip_h,3,0,2783
181,flip_h_r90,4,0,2783
181,flip_h_r180,5,0,2783
181,flip_h_r270,6,0,2783
182,r90,0,2,2821
182,r180,1,2,2821
182,r270,2,2,2821
182,flip_h,3,2,2821
182,flip_h_r90,4,2,2821
182,flip_h_r180,5,2,2821
182,flip_h_r270,6,2,2821
183,r90,0,2,2834
183,r180,1,2,2834
183,r270,2,2,2834
183,flip_h,3,2,2834
183,flip_h_r90,4,2,2834
183,flip_h_r180,5,2,2834
183,flip_h_r270,6,2,2834
184,r90,0,0,2837
184,r180,1,0,2837
184,r270,2,0,2837
184,flip_h,3,0,2837
184,flip_h_r90,4,0,2837
184,flip_h_r180,5,0,2837
184,flip_h_r270,6,0,2837
185,r90,0,2,2843
185,r180,1,2,2843
185,r270,2,2,2843
185,flip_h,3,2,2843
185,flip_h_r90,4,2,2843
185,flip_h_r180,5,2,2843
185,flip_h_r270,6,2,2843
186,r90,0,2,2844
186,r180,1,2,2844
186,r270,2,2,2844
186,flip_h,3,2,2844
186,flip_h_r90,4,2,2844
186,flip_h_r180,5,2,2844
186,flip_h_r270,6,2,2844
187,r90,0,0,2858
187,r180,1,0,2858
187,r270,2,0,2858
187,flip_h,3,0,2858
187,flip_h_r90,4,0,2858
187,flip_h_r180,5,0,2858
187,flip_h_r270,6,0,2858
188,r90,0,1,2891
188,r180,1,1,2891
188,r270,2,1,2891
188,flip_h,3,1,2891
188,flip_h_r90,4,1,2891
188,flip_h_r180,5,1,2891
188,flip_h_r270,6,1,2891
189,r90,0,2,2896
189,r180,1,2,2896
189,r270,2,2,2896
189,flip_h,3,2,2896
189,flip_h_r90,4,2,2896
189,flip_h_r180,5,2,2896
189,flip_h_r270,6,2,2896
190,r90,0,1,2900
190,r180,1,1,2900
190,r270,2,1,2900
190,flip_h,3,1,2900
190,flip_h_r90,4,1,2900
190,flip_h_r180,5,1,2900
190,flip_h_r270,6,1,2900
191,r90,0,0,2930
191,r180,1,0,2930
191,r270,2,0,2930
191,flip_h,3,0,2930
191,flip_h_r90,4,0,2930
191,flip_h_r180,5,0,2930
191,flip_h_r270,6,0,2930
192,r90,0,0,2934
192,r180,1,0,2934
192,r270,2,0,2934
192,flip_h,3,0,2934
192,flip_h_r90,4,0,2934
192,flip_h_r180,5,0,2934
192,flip_h_r270,6,0,2934
193,r90,0,2,2936
193,r180,1,2,2936
193,r270,2,2,2936
193,flip_h,3,2,2936
193,flip_h_r90,4,2,2936
193,flip_h_r180,5,2,2936
193,flip_h_r270,6,2,2936
194,r90,0,2,2944
194,r180,1,2,2944
194,r270,2,2,2944
194,flip_h,3,2,2944
194,flip_h_r90,4,2,2944
194,flip_h_r180,5,2,2944
194,flip_h_r270,6,2,2944
195,r90,0,1,2947
195,r180,1,1,2947
195,r270,2,1,2947
195,flip_h,3,1,2947
195,flip_h_r90,4,1,2947
195,flip_h_r180,5,1,2947
195,flip_h_r270,6,1,2947
196,r90,0,2,2954
196,r180,1,2,2954
196,r270,2,2,2954
196,flip_h,3,2,2954
196,flip_h_r90,4,2,2954
196,flip_h_r180,5,2,2954
196,flip_h_r270,6,2,2954
197,r90,0,0,2960
197,r180,1,0,2960
197,r270,2,0,2960
197,flip_h,3,0,2960
197,flip_h_r90,4,0,2960
197,flip_h_r180,5,0,2960
197,flip_h_r270,6,0,2960
198,r90,0,2,2981
198,r180,1,2,2981
198,r270,2,2,2981
198,flip_h,3,2,2981
198,flip_h_r90,4,2,2981
198,flip_h_r180,5,2,2981
198,flip_h_r270,6,2,2981
199,r90,0,2,2982
199,r180,1,2,2982
199,r270,2,2,2982
199,flip_h,3,2,2982
199,flip_h_r90,4,2,2982
199,flip_h_r180,5,2,2982
199,flip_h_r270,6,2,2982
